District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki cukrowe,Gryka,Proso,Kukurydza,Mieszanki na ziarno: Jęczmień,Mieszanki na ziarno: Inne mieszanki zbóż,Groch,"Fasola, bób, soczewica",Len: Nasienie,Len: Włókno,Konopie: Nasienie,Konopie: Włókno,Rzepak i rzepik,Chmiel,Tytoń
KOPYCZYNIECKI,77503.55365418302,149023.69071393652,85127.08972843776,18349.016413099966,843634.8997529412,44148.067073541526,18513.891077348904,1512.6291871210815,44203.664344044075,18631.79563375948,26525.64947149212,8812.167374654058,13297.333386402815,71.89302220157232,33.55007702740041,586.6470611648301,486.9554037119832,197.4661676469853,14.378604440314463,4594.443405495148
BŁOŃSKI,61565.0,271461.0,32903.0,117655.0,1192587.0,249339.0,1271.0,1013.0,88.0,4001.0,2897.0,1217.0,254.0,90.0,53.0,0.0,0.0,2079.0,0.0,0.0
CIECHANOWSKI,82997.0,337898.0,60532.0,57625.0,1080014.0,286273.0,2079.0,27.0,60.0,16047.0,12586.0,6761.0,1030.0,157.0,150.0,0.0,0.0,1639.0,0.0,0.0
GOSTYNIŃSKI,58937.0,295085.0,19067.0,73190.0,968754.0,102056.0,1228.0,238.0,45.0,2007.0,1935.0,2454.0,71.0,124.0,107.0,22.0,16.0,935.0,0.0,0.0
GRÓJECKI,77672.0,517556.0,45081.0,212948.0,2484973.0,2169.0,1745.0,662.0,287.0,1740.0,3636.0,1617.0,365.0,505.0,330.0,42.0,39.0,1993.0,175.0,0.0
KUTNOWSKI,130584.0,315448.0,58420.0,112737.0,1060981.0,633663.0,353.0,164.0,134.0,3078.0,4696.0,7548.0,345.0,168.0,78.0,19.0,8.0,1978.0,42.0,0.0
LIPNOWSKI,66231.0,504479.0,89348.0,65657.0,1222400.0,129887.0,2361.0,0.0,46.0,9145.0,11848.0,4013.0,43.0,66.0,26.0,0.0,0.0,3481.0,95.0,0.0
ŁOWICKI,85175.0,437665.0,33873.0,161408.0,1545340.0,118483.0,295.0,12601.0,160.0,838.0,813.0,8025.0,591.0,3521.0,2531.0,5.0,4.0,2673.0,0.0,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),40443.0,240816.0,19288.0,54775.0,658581.0,17497.0,7045.0,1283.0,6.0,5108.0,3446.0,8929.0,84.0,1577.0,721.0,35.0,21.0,924.0,0.0,0.0
MIŃSKI,21961.0,284744.0,43773.0,127866.0,1414385.0,0.0,8682.0,4212.0,92.0,2568.0,4484.0,2368.0,391.0,2708.0,1937.0,75.0,78.0,750.0,0.0,0.0
MŁAWSKI,20740.0,479868.0,22585.0,44336.0,1466121.0,31844.0,9786.0,811.0,0.0,6861.0,4769.0,4640.0,242.0,482.0,332.0,4.0,4.0,1907.0,0.0,0.0
NIESZAWSKI,139444.0,571367.0,142516.0,37940.0,1375636.0,539334.0,83.0,0.0,441.0,26423.0,24628.0,17461.0,513.0,24.0,27.0,5.0,4.0,3029.0,0.0,0.0
PŁOCKI,133068.0,602633.0,97711.0,124160.0,1721144.0,406101.0,2037.0,84.0,35.0,7203.0,6924.0,3289.0,49.0,81.0,54.0,0.0,0.0,2560.0,0.0,0.0
PŁOŃSKI,75859.0,424651.0,66231.0,77207.0,1446035.0,147877.0,2807.0,44.0,16.0,4772.0,5430.0,4021.0,101.0,168.0,109.0,0.0,0.0,2512.0,0.0,0.0
PRZASNYCKI,70831.0,264599.0,21421.0,33251.0,810975.0,51674.0,5535.0,1234.0,60.0,5536.0,2537.0,12521.0,60.0,1797.0,1228.0,3.0,4.0,426.0,0.0,0.0
PUŁTUSKI,67553.0,445488.0,44707.0,102220.0,1279599.0,35123.0,16299.0,331.0,9.0,3892.0,6382.0,2522.0,358.0,1625.0,584.0,40.0,19.0,1803.0,20.0,0.0
RADZYMIŃSKI,19226.0,237544.0,19810.0,64119.0,693121.0,0.0,10391.0,864.0,35.0,1107.0,1114.0,816.0,19.0,1743.0,1201.0,38.0,27.0,66.0,0.0,0.0
RAWSKI (RAWA MAZOWIECKA),27673.0,427746.0,39395.0,108311.0,1840684.0,4620.0,1640.0,1805.0,25.0,1087.0,532.0,1797.0,897.0,793.0,478.0,27.0,11.0,2643.0,0.0,0.0
RYPIŃSKI,52779.0,372237.0,89856.0,49383.0,988686.0,150619.0,3129.0,42.0,30.0,10216.0,6924.0,6883.0,64.0,360.0,136.0,21.0,29.0,3108.0,0.0,0.0
SIERPECKI,25590.0,460844.0,31819.0,61098.0,1341033.0,34710.0,4244.0,1091.0,66.0,5603.0,5581.0,5962.0,278.0,331.0,120.0,4.0,2.0,965.0,0.0,0.0
SKIERNIEWICKI,30716.0,300403.0,38028.0,104277.0,1230884.0,6200.0,298.0,403.0,32.0,1526.0,596.0,2313.0,286.0,1093.0,530.0,7.0,4.0,2890.0,10.0,0.0
SOCHACZEWSKI,70125.0,275069.0,29573.0,96963.0,1221825.0,111178.0,1219.0,154.0,116.0,1951.0,2158.0,2594.0,363.0,171.0,59.0,20.0,10.0,1404.0,0.0,0.0
WARSZAWSKI,44378.0,253080.0,33690.0,122345.0,1450293.0,27121.0,3336.0,47.0,58.0,1379.0,2582.0,1205.0,488.0,29.0,21.0,6.0,4.0,462.0,0.0,0.0
WŁOCŁAWSKI,120940.0,495452.0,103835.0,67271.0,1039186.0,479946.0,406.0,68.0,1082.0,12072.0,8817.0,10773.0,91.0,130.0,116.0,19.0,21.0,2240.0,0.0,0.0
DUBIEŃSKI,245034.0,473330.0,242540.0,324039.0,1553916.0,13121.0,84513.0,17473.0,233.0,15755.0,2833.0,9440.0,5937.0,881.0,427.0,3433.0,1477.0,6865.0,2043.0,0.0
HOROCHOWSKI,184624.0,177218.0,121582.0,140727.0,1368710.0,14286.0,27106.0,24995.0,0.0,1806.0,706.0,9528.0,1921.0,976.0,710.0,1152.0,1195.0,4684.0,34.0,0.0
KOWELSKI,135682.0,406242.0,82387.0,70388.0,1710163.0,2036.0,18922.0,27089.0,395.0,698.0,127.0,18999.0,7089.0,5159.0,4553.0,4806.0,4936.0,2185.0,8.0,0.0
KRZEMIENIECKI,67874.0,620426.0,223729.0,361747.0,1162957.0,14587.0,179506.0,44776.0,368.0,7800.0,1996.0,39313.0,9165.0,727.0,362.0,4858.0,7095.0,2180.0,68.0,5601.0
LUBOMELSKI,33302.0,146865.0,36527.0,30157.0,553945.0,0.0,13790.0,11300.0,231.0,194.0,1293.0,3556.0,6936.0,2572.0,1346.0,3801.0,1588.0,680.0,34.0,0.0
ŁUCKI,257378.0,508897.0,214673.0,271505.0,2082282.0,27671.0,48713.0,27376.0,3995.0,2161.0,2242.0,17862.0,7343.0,5583.0,2934.0,5595.0,2026.0,9270.0,1224.0,0.0
RÓWIEŃSKI,184824.0,433672.0,162898.0,274310.0,1534854.0,527560.0,58995.0,25889.0,442.0,2993.0,1059.0,15790.0,3172.0,1956.0,1480.0,1505.0,1295.0,8056.0,3058.0,1556.0
WŁODZIMIERSKI,181821.0,235607.0,104980.0,139078.0,1657228.0,73218.0,18107.0,20284.0,12.0,2006.0,985.0,10872.0,695.0,2742.0,1635.0,2235.0,1550.0,6754.0,525.0,0.0
KOSTOPOLSKI,31888.0,259128.0,37733.0,114144.0,1107597.0,0.0,55463.0,29519.0,194.0,287.0,775.0,8135.0,1341.0,6772.0,2747.0,3147.0,1574.0,2458.0,177.0,0.0
ZDOŁBUNOWSKI,117990.0,164821.0,105109.0,113306.0,610828.0,65506.0,33896.0,19545.0,976.0,2423.0,1304.0,8373.0,4339.0,1599.0,900.0,2018.0,1623.0,7374.0,1552.0,1277.0
SARNEŃSKI,6284.0,232727.0,35477.0,45875.0,1121460.0,0.0,38524.0,23482.0,1104.0,443.0,405.0,2601.0,2252.0,3430.0,2670.0,2836.0,1768.0,50.0,0.0,0.0
OSZMIAŃSKI,6426.734712367581,246277.13657421368,64407.816755429616,133534.8153946734,699485.9654922512,0.0,6044.1791195061405,0.0,0.0,365.6195379691369,3735.894461537502,12249.748879750701,42.83825649229669,5835.965268183117,7689.965159628795,89.66146707690005,68.74045809229004,9.962385230766673,0.0,0.0
ŚWIĘCIAŃSKI,30980.0,299412.0,49568.0,95606.0,1252464.0,0.0,9286.0,0.0,0.0,969.0,4186.0,45258.0,2983.0,4646.0,3115.0,292.0,274.0,22.0,0.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,40108.0,299160.0,66991.0,184146.0,1314030.0,0.0,200.0,0.0,0.0,1699.0,10727.0,34551.0,4149.0,11785.0,9444.0,184.0,222.0,14.0,0.0,0.0
WILEJSKI,4399.0,290550.0,80947.0,107899.0,1434249.0,0.0,4742.0,0.0,0.0,410.0,2874.0,39063.0,590.0,6448.0,3150.0,1062.0,1063.0,47.0,0.0,0.0
WILEŃSKO-TROCKI,19489.265287632417,424743.8634257863,109542.18324457038,195459.1846053266,2155574.0345077487,0.0,43241.82088049386,2.0,0.0,3519.380462030863,4101.105538462497,24296.251120249297,905.1617435077032,5159.034731816882,2993.0348403712046,332.33853292309993,236.25954190770995,17.037614769233326,0.0,0.0
POSTAWSKI,22743.0,184591.0,28166.0,62713.0,859816.0,0.0,583.0,0.0,0.0,1129.0,2125.0,33606.0,2706.0,4358.0,5650.0,238.0,171.0,0.0,0.0,0.0
MOŁODECZAŃSKI,12762.0,166468.0,52429.0,104111.0,701549.0,0.0,1233.0,0.0,0.0,474.0,1361.0,10290.0,418.0,8180.0,4105.0,595.0,385.0,14.0,0.0,0.0
