District,1. Number of workers in plants I-VII,2. Plants: total,3. Plants: I-III,4. Plants: IV-V,5. Plants: VI-VII,6. Plants: VIII,7. Mining: I-V,8. Mining: VI-VII,9. Mining: VIII,10. Mineral: I-V,11. Mineral: VI-VII,12. Mineral: VIII,13. Mineral: brickyards (within others),14. Mineral: concrete plants (within others),15. Metal and electrotechnical: I-V,16. Metal and electrotechnical: VI-VII,17. Metal and electrotechnical: VIII,18. Metal and electrotechnical: metal production (within others),19. Metal and electrotechnical: blacksmithing (within others),"20. Metal and electrotechnical: locksmithing, repairs (within others)",21. Metal and electrotechnical: tinsmithing (within others),22. Metal and electrotechnical: watchmaking and jewelry (within others),23. Chemical: I-V,24. Chemical: VI-VII,25. Chemical: VIII,26. Chemical: oil mills (within others),27. Textile: I-V,28. Textile: VI-VII,29. Textile: VIII,30. Paper: I-V,31. Paper: VI-VII,32. Paper: VIII,33. Leather: I-V,34. Leather: VI-VII,35. Leather: VIII,36. Leather: tanning and white leather (within others),37. Leather: saddlery and harness making (within others),38. Wood: I-V,39. Wood: VI-VII,40. Wood: VIII,41. Wood: sawmills (within others),42. Wood: carpentry (within others),43. Wood: wheelwrighting (within others),44. Food: I-V,45. Food: VI-VII,46. Food: VIII,47. Food: mills (within others),48. Food: bakeries (within others),49. Food: dairies (within others),50. Food: butchery and meat processing (within others),51. Clothing: I-V,52. Clothing: VI-VII,53. Clothing: VIII,54. Clothing: tailoring and clothing accessories (within others),55. Clothing: shoemaking and boot making (within others),56. Clothing: furriery (within others),57. Printing: I-V,58. Printing: VI-VII,59. Printing: VIII,60. Printing: printing houses (within others),61. Construction: I-V,62. Construction: VI-VII,63. Construction: VIII,64. Processing of various materials: VII,65. Processing of various materials: VIII,66. Power plants: I-V,67. Power plants: VI-VII,68. Power plants: VIII,69. Services: V-VII,70. Services: VIII,71. Services: hairdressing (within others),72. Services: transport (within others),73. Horticulture and fisheries: V-VII,74. Horticulture and fisheries: VIII,75. Other plants: VIII
KOPYCZYNIECKI,139.0,189.0,0.0,0.0,44.0,145.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,3.0,0.0,1.0,11.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,6.0,5.0,0.0,36.0,55.0,10.0,13.0,25.0,2.0,0.0,0.0,17.0,11.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,17.0
BŁOŃSKI,6019.0,1129.0,7.0,33.0,56.0,1033.0,0.0,0.0,0.0,11.0,5.0,13.0,2.0,4.0,4.0,2.0,95.0,3.0,46.0,24.0,8.0,13.0,2.0,1.0,8.0,0.0,4.0,0.0,23.0,0.0,0.0,2.0,4.0,4.0,12.0,1.0,10.0,3.0,4.0,70.0,3.0,39.0,17.0,10.0,26.0,262.0,21.0,83.0,5.0,133.0,1.0,6.0,339.0,160.0,145.0,2.0,0.0,0.0,14.0,3.0,1.0,5.0,24.0,1.0,10.0,0.0,0.0,2.0,2.0,153.0,75.0,64.0,0.0,1.0,5.0
CIECHANOWSKI,979.0,573.0,1.0,9.0,29.0,534.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,83.0,0.0,56.0,13.0,3.0,10.0,0.0,0.0,6.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,2.0,1.0,47.0,1.0,20.0,18.0,6.0,19.0,165.0,27.0,31.0,55.0,46.0,0.0,4.0,164.0,86.0,60.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,36.0,31.0,1.0,0.0,0.0,2.0
GOSTYNIŃSKI,281.0,548.0,2.0,8.0,42.0,496.0,0.0,2.0,0.0,1.0,4.0,8.0,2.0,4.0,2.0,0.0,59.0,2.0,29.0,12.0,11.0,5.0,0.0,0.0,5.0,4.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,12.0,1.0,0.0,62.0,5.0,33.0,13.0,6.0,28.0,123.0,23.0,25.0,21.0,48.0,0.0,0.0,154.0,73.0,66.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,14.0,1.0,7.0,0.0,0.0,1.0,0.0,27.0,17.0,3.0,1.0,0.0,7.0
GRÓJECKI,979.0,968.0,1.0,19.0,68.0,880.0,0.0,0.0,0.0,7.0,8.0,17.0,6.0,5.0,2.0,1.0,120.0,1.0,78.0,21.0,11.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,23.0,1.0,11.0,49.0,0.0,27.0,11.0,10.0,43.0,234.0,41.0,91.0,37.0,53.0,0.0,0.0,315.0,115.0,149.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,19.0,0.0,5.0,0.0,2.0,0.0,0.0,49.0,43.0,0.0,0.0,0.0,0.0
KUTNOWSKI,2127.0,882.0,8.0,13.0,57.0,804.0,0.0,1.0,0.0,2.0,4.0,9.0,2.0,5.0,2.0,5.0,126.0,1.0,63.0,25.0,16.0,15.0,2.0,0.0,9.0,3.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,8.0,0.0,2.0,63.0,0.0,34.0,24.0,15.0,28.0,192.0,35.0,39.0,29.0,68.0,0.0,0.0,263.0,162.0,74.0,1.0,0.0,0.0,14.0,5.0,0.0,4.0,27.0,0.0,13.0,0.0,0.0,0.0,1.0,63.0,46.0,9.0,12.0,3.0,2.0
LIPNOWSKI,361.0,605.0,2.0,9.0,39.0,555.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,6.0,0.0,0.0,74.0,1.0,42.0,14.0,3.0,13.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0,1.0,9.0,32.0,1.0,17.0,9.0,9.0,30.0,221.0,31.0,40.0,55.0,86.0,0.0,0.0,132.0,67.0,53.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,4.0,0.0,33.0,24.0,6.0,0.0,4.0,1.0
ŁOWICKI,536.0,669.0,1.0,14.0,61.0,593.0,0.0,2.0,0.0,1.0,8.0,13.0,4.0,3.0,0.0,1.0,115.0,0.0,78.0,23.0,7.0,7.0,0.0,0.0,9.0,7.0,2.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,3.0,43.0,2.0,29.0,6.0,12.0,40.0,136.0,22.0,32.0,10.0,62.0,0.0,1.0,142.0,69.0,49.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,38.0,0.0,9.0,0.0,0.0,1.0,0.0,44.0,20.0,17.0,0.0,1.0,3.0
MAKOWSKI (MAKÓW MAZOWIECKI),121.0,515.0,0.0,2.0,22.0,491.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,2.0,0.0,0.0,64.0,0.0,36.0,17.0,4.0,7.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,10.0,2.0,5.0,38.0,0.0,14.0,17.0,0.0,14.0,123.0,25.0,31.0,19.0,42.0,0.0,0.0,189.0,80.0,96.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0,15.0,9.0,0.0,0.0,0.0
MIŃSKI,663.0,1005.0,1.0,8.0,56.0,940.0,0.0,1.0,0.0,0.0,3.0,10.0,5.0,3.0,2.0,0.0,100.0,1.0,64.0,18.0,6.0,11.0,1.0,0.0,18.0,17.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,2.0,39.0,2.0,20.0,2.0,6.0,103.0,2.0,22.0,14.0,3.0,42.0,238.0,39.0,70.0,35.0,78.0,0.0,1.0,320.0,118.0,172.0,12.0,0.0,0.0,8.0,4.0,0.0,1.0,5.0,0.0,9.0,0.0,0.0,1.0,0.0,47.0,31.0,10.0,0.0,0.0,1.0
MŁAWSKI,302.0,1064.0,0.0,13.0,39.0,1012.0,4.0,1.0,0.0,1.0,2.0,27.0,16.0,7.0,0.0,3.0,132.0,0.0,89.0,26.0,5.0,11.0,0.0,1.0,10.0,6.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,23.0,4.0,12.0,0.0,3.0,68.0,2.0,26.0,31.0,8.0,24.0,338.0,35.0,41.0,172.0,80.0,0.0,2.0,257.0,113.0,121.0,1.0,0.0,0.0,6.0,3.0,0.0,2.0,38.0,0.0,7.0,0.0,0.0,2.0,0.0,85.0,28.0,52.0,0.0,1.0,5.0
NIESZAWSKI,528.0,957.0,1.0,11.0,24.0,921.0,0.0,0.0,0.0,1.0,3.0,7.0,2.0,4.0,0.0,1.0,115.0,1.0,73.0,20.0,6.0,15.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,12.0,0.0,2.0,50.0,0.0,25.0,21.0,11.0,15.0,375.0,49.0,75.0,113.0,124.0,0.0,0.0,185.0,92.0,86.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,27.0,0.0,5.0,0.0,1.0,2.0,2.0,104.0,50.0,44.0,0.0,3.0,2.0
PŁOCKI,930.0,1100.0,2.0,14.0,73.0,1011.0,0.0,0.0,0.0,0.0,3.0,18.0,8.0,3.0,2.0,1.0,146.0,6.0,74.0,33.0,8.0,21.0,0.0,2.0,20.0,15.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,1.0,14.0,1.0,10.0,0.0,5.0,72.0,0.0,43.0,18.0,12.0,44.0,199.0,41.0,52.0,34.0,53.0,0.0,0.0,318.0,153.0,123.0,3.0,0.0,3.0,20.0,7.0,2.0,9.0,58.0,0.0,28.0,0.0,0.0,2.0,1.0,79.0,50.0,22.0,3.0,9.0,10.0
PŁOŃSKI,194.0,790.0,0.0,4.0,38.0,748.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,1.0,110.0,0.0,76.0,18.0,8.0,7.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,1.0,6.0,65.0,0.0,36.0,24.0,3.0,25.0,155.0,52.0,35.0,27.0,35.0,0.0,1.0,244.0,157.0,65.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,41.0,0.0,44.0,0.0,0.0,3.0,0.0,51.0,29.0,20.0,0.0,0.0,0.0
PRZASNYCKI,155.0,577.0,0.0,1.0,21.0,555.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,106.0,0.0,79.0,17.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,43.0,0.0,25.0,15.0,0.0,14.0,208.0,26.0,37.0,107.0,34.0,0.0,1.0,129.0,60.0,61.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,16.0,6.0,0.0,6.0,0.0
PUŁTUSKI,846.0,902.0,2.0,10.0,43.0,847.0,1.0,0.0,0.0,2.0,1.0,14.0,1.0,8.0,0.0,3.0,114.0,0.0,54.0,34.0,10.0,15.0,0.0,0.0,14.0,13.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,14.0,2.0,10.0,91.0,1.0,57.0,20.0,6.0,26.0,208.0,38.0,66.0,24.0,59.0,1.0,0.0,277.0,116.0,125.0,2.0,0.0,0.0,13.0,3.0,0.0,3.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,66.0,41.0,20.0,0.0,2.0,1.0
RADZYMIŃSKI,1090.0,533.0,2.0,17.0,18.0,496.0,0.0,0.0,0.0,13.0,1.0,15.0,0.0,5.0,2.0,2.0,47.0,1.0,18.0,12.0,6.0,8.0,0.0,0.0,14.0,11.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,9.0,0.0,0.0,24.0,1.0,17.0,1.0,4.0,12.0,150.0,14.0,56.0,7.0,61.0,0.0,1.0,158.0,65.0,85.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,46.0,37.0,0.0,0.0,0.0,1.0
RAWSKI (RAWA MAZOWIECKA),402.0,726.0,11.0,4.0,63.0,658.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,3.0,0.0,0.0,80.0,1.0,54.0,15.0,5.0,5.0,0.0,0.0,15.0,13.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,10.0,1.0,6.0,38.0,1.0,24.0,3.0,4.0,51.0,208.0,44.0,46.0,37.0,71.0,0.0,3.0,209.0,102.0,89.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,55.0,26.0,24.0,0.0,0.0,2.0
RYPIŃSKI,373.0,718.0,1.0,6.0,36.0,675.0,0.0,1.0,0.0,0.0,4.0,13.0,11.0,1.0,0.0,0.0,98.0,0.0,74.0,12.0,5.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,2.0,8.0,52.0,2.0,28.0,16.0,5.0,21.0,227.0,23.0,23.0,108.0,64.0,0.0,1.0,195.0,89.0,79.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,1.0,0.0,35.0,22.0,9.0,0.0,3.0,1.0
SIERPECKI,156.0,1099.0,0.0,4.0,27.0,1068.0,0.0,0.0,0.0,0.0,3.0,24.0,9.0,7.0,0.0,0.0,151.0,1.0,117.0,9.0,11.0,13.0,0.0,0.0,10.0,9.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,23.0,7.0,16.0,0.0,2.0,109.0,0.0,59.0,44.0,4.0,20.0,198.0,50.0,45.0,51.0,41.0,0.0,0.0,400.0,179.0,190.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,75.0,0.0,5.0,0.0,1.0,0.0,0.0,46.0,25.0,21.0,0.0,1.0,0.0
SKIERNIEWICKI,598.0,652.0,0.0,5.0,43.0,604.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,83.0,2.0,59.0,11.0,6.0,5.0,0.0,0.0,9.0,8.0,0.0,1.0,10.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,39.0,0.0,28.0,4.0,1.0,34.0,138.0,22.0,33.0,18.0,55.0,0.0,0.0,207.0,82.0,109.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,26.0,0.0,8.0,0.0,0.0,0.0,0.0,61.0,22.0,32.0,0.0,1.0,0.0
SOCHACZEWSKI,2217.0,509.0,2.0,9.0,34.0,464.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,4.0,0.0,0.0,59.0,0.0,32.0,13.0,6.0,7.0,2.0,3.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,4.0,26.0,0.0,20.0,3.0,6.0,21.0,141.0,25.0,30.0,4.0,76.0,0.0,0.0,151.0,89.0,48.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,42.0,14.0,24.0,2.0,3.0,2.0
WARSZAWSKI,11477.0,2194.0,14.0,62.0,94.0,2024.0,0.0,0.0,1.0,28.0,8.0,46.0,4.0,33.0,16.0,7.0,226.0,7.0,129.0,41.0,14.0,27.0,8.0,3.0,21.0,4.0,0.0,0.0,14.0,1.0,1.0,1.0,2.0,3.0,15.0,1.0,13.0,6.0,6.0,115.0,0.0,52.0,31.0,10.0,37.0,676.0,13.0,196.0,4.0,401.0,3.0,3.0,382.0,169.0,181.0,0.0,0.0,1.0,29.0,4.0,0.0,18.0,106.0,1.0,27.0,2.0,1.0,2.0,1.0,342.0,245.0,53.0,4.0,14.0,7.0
WŁOCŁAWSKI,3973.0,1343.0,7.0,34.0,97.0,1205.0,0.0,0.0,2.0,4.0,7.0,27.0,4.0,1.0,5.0,9.0,152.0,4.0,59.0,33.0,12.0,30.0,1.0,6.0,17.0,11.0,0.0,2.0,14.0,5.0,1.0,12.0,1.0,1.0,14.0,2.0,9.0,2.0,11.0,108.0,0.0,67.0,22.0,21.0,43.0,245.0,34.0,66.0,38.0,82.0,0.0,6.0,417.0,206.0,146.0,10.0,1.0,2.0,19.0,5.0,1.0,7.0,29.0,0.0,15.0,0.0,0.0,1.0,2.0,125.0,92.0,12.0,0.0,2.0,6.0
DUBIEŃSKI,1021.0,1215.0,0.0,19.0,147.0,1049.0,0.0,2.0,0.0,0.0,1.0,50.0,25.0,19.0,0.0,2.0,235.0,0.0,160.0,52.0,13.0,6.0,0.0,0.0,55.0,50.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,17.0,3.0,14.0,3.0,26.0,72.0,5.0,31.0,17.0,16.0,108.0,172.0,47.0,31.0,39.0,46.0,0.0,1.0,259.0,146.0,82.0,3.0,0.0,1.0,15.0,2.0,0.0,1.0,13.0,0.0,21.0,0.0,1.0,8.0,0.0,120.0,49.0,63.0,2.0,2.0,0.0
HOROCHOWSKI,223.0,834.0,0.0,3.0,49.0,782.0,0.0,0.0,1.0,0.0,4.0,19.0,17.0,1.0,0.0,1.0,83.0,0.0,56.0,12.0,9.0,6.0,0.0,0.0,34.0,33.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,11.0,0.0,5.0,22.0,3.0,8.0,6.0,3.0,39.0,146.0,82.0,17.0,27.0,13.0,0.0,0.0,408.0,88.0,261.0,41.0,0.0,0.0,9.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,16.0,4.0,0.0,0.0,4.0
KOWELSKI,859.0,770.0,3.0,11.0,56.0,700.0,1.0,8.0,2.0,0.0,3.0,25.0,16.0,8.0,0.0,0.0,72.0,0.0,31.0,17.0,6.0,18.0,1.0,2.0,34.0,21.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,1.0,11.0,7.0,4.0,4.0,12.0,34.0,0.0,15.0,8.0,8.0,24.0,206.0,84.0,44.0,23.0,36.0,0.0,1.0,211.0,119.0,47.0,7.0,0.0,2.0,16.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,5.0,0.0,59.0,54.0,4.0,2.0,0.0,5.0
KRZEMIENIECKI,630.0,1171.0,0.0,11.0,127.0,1033.0,0.0,2.0,5.0,1.0,8.0,57.0,16.0,25.0,0.0,1.0,108.0,0.0,47.0,16.0,28.0,14.0,0.0,1.0,34.0,27.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,8.0,1.0,4.0,66.0,0.0,54.0,1.0,7.0,98.0,227.0,94.0,41.0,20.0,51.0,2.0,2.0,352.0,170.0,129.0,20.0,0.0,2.0,22.0,2.0,0.0,1.0,21.0,0.0,12.0,0.0,0.0,4.0,3.0,76.0,50.0,22.0,4.0,2.0,25.0
LUBOMELSKI,208.0,255.0,0.0,5.0,24.0,226.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,2.0,0.0,0.0,23.0,0.0,17.0,2.0,2.0,1.0,0.0,3.0,15.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,10.0,3.0,2.0,1.0,3.0,10.0,57.0,34.0,5.0,9.0,5.0,0.0,0.0,72.0,30.0,20.0,10.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,5.0,0.0,10.0,7.0,1.0
ŁUCKI,1700.0,1185.0,3.0,19.0,113.0,1050.0,0.0,0.0,0.0,1.0,3.0,38.0,20.0,15.0,0.0,3.0,129.0,1.0,55.0,35.0,19.0,16.0,0.0,2.0,57.0,43.0,0.0,3.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,19.0,16.0,2.0,19.0,55.0,0.0,20.0,22.0,16.0,74.0,276.0,91.0,46.0,82.0,38.0,0.0,3.0,298.0,160.0,82.0,2.0,1.0,1.0,24.0,5.0,0.0,2.0,11.0,0.0,7.0,2.0,1.0,2.0,1.0,93.0,64.0,17.0,0.0,5.0,2.0
RÓWIEŃSKI,1831.0,1841.0,5.0,28.0,116.0,1692.0,1.0,4.0,5.0,6.0,3.0,43.0,15.0,14.0,1.0,1.0,278.0,6.0,160.0,56.0,21.0,24.0,1.0,2.0,69.0,51.0,0.0,1.0,16.0,0.0,0.0,6.0,0.0,3.0,39.0,10.0,17.0,4.0,12.0,98.0,2.0,60.0,10.0,19.0,80.0,431.0,211.0,90.0,26.0,64.0,0.0,4.0,501.0,283.0,115.0,22.0,0.0,2.0,39.0,9.0,1.0,0.0,15.0,0.0,25.0,0.0,1.0,7.0,1.0,110.0,78.0,24.0,2.0,3.0,7.0
WŁODZIMIERSKI,406.0,659.0,0.0,11.0,45.0,603.0,0.0,0.0,0.0,0.0,2.0,38.0,22.0,12.0,0.0,1.0,68.0,1.0,29.0,11.0,11.0,13.0,0.0,0.0,34.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,10.0,1.0,10.0,33.0,1.0,13.0,9.0,10.0,30.0,120.0,51.0,34.0,12.0,10.0,0.0,0.0,148.0,86.0,32.0,3.0,0.0,0.0,15.0,3.0,0.0,0.0,13.0,0.0,6.0,0.0,1.0,1.0,0.0,88.0,30.0,54.0,1.0,15.0,5.0
KOSTOPOLSKI,5012.0,680.0,2.0,14.0,65.0,599.0,4.0,6.0,0.0,1.0,1.0,17.0,8.0,8.0,0.0,1.0,72.0,3.0,56.0,4.0,4.0,5.0,0.0,0.0,49.0,40.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,6.0,11.0,25.0,31.0,0.0,14.0,5.0,0.0,28.0,183.0,116.0,20.0,13.0,25.0,0.0,0.0,156.0,88.0,46.0,4.0,0.0,0.0,10.0,1.0,0.0,2.0,13.0,0.0,2.0,0.0,1.0,2.0,0.0,42.0,23.0,17.0,0.0,0.0,5.0
ZDOŁBUNOWSKI,464.0,550.0,2.0,8.0,53.0,487.0,0.0,0.0,1.0,1.0,1.0,24.0,6.0,11.0,0.0,2.0,63.0,0.0,33.0,18.0,6.0,3.0,0.0,0.0,26.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,1.0,12.0,38.0,0.0,11.0,4.0,7.0,34.0,130.0,46.0,24.0,26.0,23.0,0.0,1.0,121.0,63.0,33.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,8.0,1.0,7.0,0.0,1.0,2.0,0.0,33.0,25.0,3.0,2.0,1.0,4.0
SARNEŃSKI,4630.0,757.0,4.0,29.0,77.0,647.0,10.0,10.0,2.0,2.0,13.0,21.0,15.0,5.0,0.0,0.0,83.0,1.0,54.0,8.0,9.0,10.0,1.0,3.0,36.0,25.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,19.0,27.0,37.0,4.0,24.0,2.0,1.0,18.0,143.0,69.0,36.0,5.0,25.0,0.0,0.0,203.0,102.0,69.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,9.0,0.0,3.0,0.0,3.0,4.0,0.0,30.0,25.0,1.0,1.0,1.0,48.0
OSZMIAŃSKI,356.0,429.0,0.0,2.0,53.0,374.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,42.0,0.0,23.0,6.0,3.0,6.0,0.0,0.0,10.0,3.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,3.0,18.0,11.0,5.0,1.0,22.0,44.0,12.0,10.0,0.0,1.0,25.0,115.0,37.0,46.0,15.0,6.0,0.0,0.0,72.0,34.0,22.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,20.0,18.0,1.0,1.0,0.0,0.0
ŚWIĘCIAŃSKI,339.0,470.0,0.0,2.0,70.0,398.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,1.0,0.0,0.0,41.0,0.0,19.0,9.0,5.0,8.0,0.0,0.0,12.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,2.0,1.0,13.0,13.0,4.0,0.0,0.0,0.0,36.0,119.0,18.0,65.0,7.0,11.0,0.0,2.0,81.0,47.0,18.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,8.0,0.0,4.0,1.0,1.0,3.0,0.0,25.0,22.0,3.0,2.0,16.0,0.0
WILNO (MIASTO),3140.0,2127.0,2.0,46.0,242.0,1837.0,0.0,0.0,0.0,4.0,4.0,23.0,3.0,7.0,1.0,16.0,260.0,0.0,16.0,90.0,29.0,65.0,4.0,9.0,54.0,0.0,1.0,15.0,85.0,2.0,4.0,27.0,7.0,20.0,28.0,4.0,10.0,11.0,6.0,92.0,1.0,50.0,2.0,12.0,87.0,316.0,17.0,187.0,6.0,39.0,1.0,17.0,478.0,230.0,88.0,39.0,3.0,23.0,101.0,33.0,1.0,8.0,20.0,0.0,51.0,1.0,1.0,1.0,12.0,256.0,177.0,13.0,20.0,33.0,12.0
DZIŚNIEŃSKI,330.0,444.0,0.0,1.0,66.0,377.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,40.0,0.0,14.0,5.0,6.0,14.0,0.0,2.0,7.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,0.0,16.0,21.0,3.0,5.0,0.0,1.0,43.0,137.0,20.0,45.0,37.0,19.0,0.0,1.0,72.0,38.0,22.0,1.0,0.0,1.0,13.0,1.0,0.0,1.0,7.0,0.0,4.0,0.0,1.0,6.0,0.0,28.0,24.0,0.0,0.0,0.0,1.0
WILEJSKI,348.0,380.0,0.0,5.0,51.0,324.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,38.0,0.0,26.0,4.0,3.0,4.0,0.0,0.0,16.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,8.0,4.0,16.0,19.0,0.0,2.0,0.0,0.0,35.0,103.0,19.0,44.0,17.0,16.0,0.0,0.0,82.0,39.0,28.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,14.0,5.0,0.0,0.0,0.0
WILEŃSKO-TROCKI,1194.0,510.0,1.0,12.0,83.0,414.0,0.0,0.0,2.0,2.0,8.0,21.0,8.0,3.0,0.0,2.0,35.0,0.0,22.0,5.0,2.0,5.0,0.0,0.0,15.0,0.0,1.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,8.0,5.0,2.0,2.0,19.0,41.0,16.0,3.0,1.0,3.0,47.0,180.0,46.0,71.0,38.0,9.0,1.0,2.0,55.0,29.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,31.0,27.0,2.0,3.0,8.0,0.0
